source_id,filename,source_path,title,isbn,first_author,main_category,sub_category,status,destination_path,notes,updated_at,copy_status
SRC-000119,Concrete Mathematics A Foundation for Computer Science Graham - Knuth.pdf,D:\Readings\Analysis\Concrete Mathematics A Foundation for Computer Science Graham - Knuth.pdf,Concrete Mathematics A Foundation for Computer Science Graham,0201558025,Knuth,06-probability-statistics-and-information,probability-theory,pending,,classifier=probability | local_bib=volume-v-complex-analysis | flags=ambiguous_subject;manual_subject_review,2026-06-26T00:22:25+00:00,
SRC-000120,Conic Sections Beyond R2 - Handlin.pdf,D:\Readings\Analysis\Conic Sections Beyond R2 - Handlin.pdf,Conic Sections Beyond R2,,Handlin,04-topology-and-geometry,differential-geometry,pending,,classifier=differential-geometry | flags=ambiguous_subject;manual_subject_review,2026-06-26T00:22:25+00:00,
SRC-000121,control.course (1).pdf,D:\Readings\Analysis\control.course (1).pdf,control.course (1),,,03-analysis,real-analysis,pending,,classifier=real-analysis | flags=manual_subject_review;missing_toc,2026-06-26T00:22:25+00:00,
SRC-000123,control_theory-a_brief_introduction.pdf,D:\Readings\Analysis\control_theory-a_brief_introduction.pdf,control theory-a brief introduction,,,05-differential-equations-and-dynamical-systems,ordinary-differential-equations,pending,,classifier=ode-dynamical-systems,2026-06-26T00:22:25+00:00,
SRC-000124,Course in Analysis Vol. II Differentiation And Integration Of Functions Of Several Variables Vector Calculus - Jacob.pdf,D:\Readings\Analysis\Course in Analysis Vol. II Differentiation And Integration Of Functions Of Several Variables Vector Calculus - Jacob.pdf,Course in Analysis Vol. II Differentiation And Integration Of Functions Of Several Variables Vector Calculus,,Jacob,03-analysis,calculus,pending,,classifier=calculus | flags=manual_subject_review;missing_toc;needs_ocr,2026-06-26T00:22:25+00:00,
SRC-000126,Davidson-Donsig-2010-Real Analysis and Aplications.pdf,D:\Readings\Analysis\Davidson-Donsig-2010-Real Analysis and Aplications.pdf,Davidson-Donsig- -Real Analysis and Aplications,9780387980973,Prentice Hall. The,03-analysis,real-analysis,pending,,classifier=real-analysis,2026-06-26T00:22:25+00:00,
SRC-000127,Decision Theory - Hayashi.pdf,D:\Readings\Analysis\Decision Theory - Hayashi.pdf,Decision Theory,9789819521999,Hayashi,11-reference-and-miscellaneous,uncategorized,pending,,classifier=unknown | flags=manual_subject_review;unknown_subject,2026-06-26T00:22:25+00:00,
SRC-000128,delay.pdf,D:\Readings\Analysis\delay.pdf,delay,,,04-topology-and-geometry,euclidean-and-classical-geometry,pending,,classifier=geometry | flags=ambiguous_subject;manual_subject_review;missing_toc,2026-06-26T00:22:25+00:00,
SRC-000129,Delay_Differential_Equations.pdf,D:\Readings\Analysis\Delay_Differential_Equations.pdf,Delay Differential Equations,,C.R. Terpstra,05-differential-equations-and-dynamical-systems,ordinary-differential-equations,pending,,classifier=ode-dynamical-systems,2026-06-26T00:22:25+00:00,
SRC-000130,Differential and Integral Calculus - Landau.pdf,D:\Readings\Analysis\Differential and Integral Calculus - Landau.pdf,Differential and Integral Calculus,9780821828304,Landau,03-analysis,calculus,pending,,classifier=calculus | local_bib=volume-vi-algebra,2026-06-26T00:22:25+00:00,
SRC-000131,Differential geometry of curves and surfaces - Koboyashi.pdf,D:\Readings\Analysis\Differential geometry of curves and surfaces - Koboyashi.pdf,Differential geometry of curves and surfaces,9789811517389,Koboyashi,04-topology-and-geometry,differential-geometry,pending,,classifier=differential-geometry,2026-06-26T00:22:25+00:00,
SRC-000132,Differential Geometry of Curves and Surfaces - Tapp.pdf,D:\Readings\Analysis\Differential Geometry of Curves and Surfaces - Tapp.pdf,Differential Geometry of Curves and Surfaces,9783319397986,Tapp,04-topology-and-geometry,differential-geometry,pending,,classifier=differential-geometry | local_bib=volume-v-complex-analysis,2026-06-26T00:22:25+00:00,
SRC-000133,Differential Geometry of Curves and Surfaces A Concise Guide - Toponogov.pdf,D:\Readings\Analysis\Differential Geometry of Curves and Surfaces A Concise Guide - Toponogov.pdf,Differential Geometry of Curves and Surfaces A Concise Guide,9780817643843,Toponogov,04-topology-and-geometry,differential-geometry,pending,,classifier=differential-geometry,2026-06-26T00:22:25+00:00,
SRC-000134,diffyqs.pdf,D:\Readings\Analysis\diffyqs.pdf,diffyqs,0100020003,Jiri Lebl,01-algebra,linear-algebra,pending,,classifier=linear-algebra,2026-06-26T00:22:25+00:00,
SRC-000135,Discrete Calculus.pdf,D:\Readings\Analysis\Discrete Calculus.pdf,Discrete Calculus,9783319030371,0009172,03-analysis,calculus,pending,,classifier=calculus,2026-06-26T00:22:25+00:00,
SRC-000137,do Carmo's Differential Geometry of Curves and Surfaces.pdf,D:\Readings\Analysis\do Carmo's Differential Geometry of Curves and Surfaces.pdf,do Carmo's Differential Geometry of Curves and Surfaces,,dani,04-topology-and-geometry,differential-geometry,pending,,classifier=differential-geometry | flags=manual_subject_review;missing_toc;needs_ocr,2026-06-26T00:22:25+00:00,
SRC-000138,dokumen.pub_a-companion-to-analysis-a-second-first-and-first-second-course-in-analysis-62-1nbsped-0821834479-2003062905.pdf,D:\Readings\Analysis\dokumen.pub_a-companion-to-analysis-a-second-first-and-first-second-course-in-analysis-62-1nbsped-0821834479-2003062905.pdf,A Companion to Analysis,0821834479,,03-analysis,real-analysis,pending,,classifier=real-analysis,2026-06-26T00:22:25+00:00,
SRC-000139,dokumen.pub_a-first-course-in-harmonic-analysis.pdf,D:\Readings\Analysis\dokumen.pub_a-first-course-in-harmonic-analysis.pdf,dokumen.pub a-first-course-in-harmonic-analysis,9781475738346,,01-algebra,abstract-algebra,pending,,classifier=abstract-algebra | flags=ambiguous_subject;manual_subject_review,2026-06-26T00:22:25+00:00,
SRC-000140,Elementary Functions.pdf,D:\Readings\Analysis\Elementary Functions.pdf,Elementary Functions,9783031290749,,03-analysis,calculus,pending,,classifier=calculus | flags=ambiguous_subject;manual_subject_review,2026-06-26T00:22:25+00:00,
SRC-000142,Elementary_Analysis_Ross.pdf,D:\Readings\Analysis\Elementary_Analysis_Ross.pdf,Elementary Analysis Ross,9781461462705,Kenneth A. Ross,03-analysis,real-analysis,pending,,classifier=real-analysis | local_bib=volume-iii-bounds-sequences-and-series,2026-06-26T00:22:25+00:00,
SRC-000143,Elliptic Curves - McKean.pdf,D:\Readings\Analysis\Elliptic Curves - McKean.pdf,Elliptic Curves,9780521582285,McKean,04-topology-and-geometry,euclidean-and-classical-geometry,pending,,classifier=geometry | local_bib=volume-iii-bounds-sequences-and-series,2026-06-26T00:22:25+00:00,
SRC-000145,Essay on Theory of Numbers - Dedekind.pdf,D:\Readings\Analysis\Essay on Theory of Numbers - Dedekind.pdf,Essay on Theory of Numbers,,Dedekind,03-analysis,calculus,pending,,classifier=calculus | local_bib=volume-ii-discrete-number-systems | flags=ambiguous_subject;manual_subject_review;missing_toc,2026-06-26T00:22:25+00:00,
SRC-000146,Foundations of Analysis - Landau.pdf,D:\Readings\Analysis\Foundations of Analysis - Landau.pdf,Foundations of Analysis,,Landau,11-reference-and-miscellaneous,uncategorized,pending,,classifier=unknown | flags=manual_subject_review;missing_toc;needs_ocr;unknown_subject,2026-06-26T00:22:25+00:00,
SRC-000147,fouu.pdf,D:\Readings\Analysis\fouu.pdf,fouu,9783031813108,,05-differential-equations-and-dynamical-systems,partial-differential-equations,pending,,classifier=partial-differential-equations,2026-06-26T00:22:25+00:00,
SRC-000148,From Classical to Modern Analysis-Schinazi.pdf,D:\Readings\Analysis\From Classical to Modern Analysis-Schinazi.pdf,From Classical to Modern Analysis-Schinazi,9783319945828,,03-analysis,real-analysis,pending,,classifier=real-analysis,2026-06-26T00:22:25+00:00,
SRC-000149,Functional Analysis - Stein.pdf,D:\Readings\Analysis\Functional Analysis - Stein.pdf,Functional Analysis,9780691113876,Stein,03-analysis,functional-analysis,pending,,classifier=functional-analysis,2026-06-26T00:22:25+00:00,
SRC-000150,A Primer on Hilbert Space Theory e2 - Alabiso.pdf,D:\Readings\Analysis\Functional Analysis\A Primer on Hilbert Space Theory e2 - Alabiso.pdf,A Primer on Hilbert Space Theory,9783030674168,Alabiso,04-topology-and-geometry,point-set-topology,pending,,classifier=topology | flags=ambiguous_subject;manual_subject_review,2026-06-26T00:22:25+00:00,
SRC-000152,Analysis in Banach Spaces - Volume II - Probablistic Methods and Operator Theory - Hytonen.pdf,D:\Readings\Analysis\Functional Analysis\Analysis in Banach Spaces - Volume II - Probablistic Methods and Operator Theory - Hytonen.pdf,Analysis in Banach Spaces - Volume II - Probablistic Methods and Operator Theory,9783319698083,Hytonen,03-analysis,functional-analysis,pending,,classifier=functional-analysis,2026-06-26T00:22:25+00:00,
SRC-000153,Analysis in Banach Spaces - Volume III Harmonic Anlaysisand Spectral Theory - Hytonen.pdf,D:\Readings\Analysis\Functional Analysis\Analysis in Banach Spaces - Volume III Harmonic Anlaysisand Spectral Theory - Hytonen.pdf,Analysis in Banach Spaces - Volume III Harmonic Anlaysisand Spectral Theory,9783031465970,Hytonen,03-analysis,functional-analysis,pending,,classifier=functional-analysis | flags=ambiguous_subject;manual_subject_review,2026-06-26T00:22:25+00:00,
SRC-000154,Analysis of Banach Spaces - Kobin.pdf,D:\Readings\Analysis\Functional Analysis\Analysis of Banach Spaces - Kobin.pdf,Analysis of Banach Spaces,,Kobin,03-analysis,functional-analysis,pending,,classifier=functional-analysis | flags=ambiguous_subject;manual_subject_review,2026-06-26T00:22:25+00:00,
SRC-000155,Applied Functional Analysis Lecture Notes.pdf,D:\Readings\Analysis\Functional Analysis\Applied Functional Analysis Lecture Notes.pdf,Applied Functional Analysis Lecture Notes,,,04-topology-and-geometry,point-set-topology,pending,,classifier=topology | flags=ambiguous_subject;manual_subject_review,2026-06-26T00:22:25+00:00,
SRC-000156,Fourier Analysis - Stein.pdf,D:\Readings\Analysis\Functional Analysis\Fourier Analysis - Stein.pdf,Fourier Analysis,9780691113845,Stein,03-analysis,complex-analysis,pending,,classifier=complex-analysis | flags=ambiguous_subject;manual_subject_review,2026-06-26T00:22:25+00:00,
SRC-000158,fourier-analysis-and-its-applications - Vretblad.pdf,D:\Readings\Analysis\Functional Analysis\fourier-analysis-and-its-applications - Vretblad.pdf,fourier-analysis-and-its-applications,0387008365,Vretblad,05-differential-equations-and-dynamical-systems,partial-differential-equations,pending,,classifier=partial-differential-equations,2026-06-26T00:22:25+00:00,
SRC-000159,Functional Analysis - Banach Spaces - Cooper.pdf,D:\Readings\Analysis\Functional Analysis\Functional Analysis - Banach Spaces - Cooper.pdf,Functional Analysis - Banach Spaces,,Cooper,03-analysis,functional-analysis,pending,,classifier=functional-analysis,2026-06-26T00:22:25+00:00,
SRC-000160,Functional Analysis - Hajlasz.pdf,D:\Readings\Analysis\Functional Analysis\Functional Analysis - Hajlasz.pdf,Functional Analysis,,Hajlasz,03-analysis,functional-analysis,pending,,classifier=functional-analysis | flags=missing_toc,2026-06-26T00:22:25+00:00,
SRC-000161,Introduction to Harmonic Analysis - Heil.pdf,D:\Readings\Analysis\Functional Analysis\Introduction to Harmonic Analysis - Heil.pdf,Introduction to Harmonic Analysis,,Heil,03-analysis,functional-analysis,pending,,classifier=functional-analysis | flags=ambiguous_subject;manual_subject_review,2026-06-26T00:22:25+00:00,
SRC-000162,Kreyszig - Introductory Functional Analysis with Applications.pdf,D:\Readings\Analysis\Functional Analysis\Kreyszig - Introductory Functional Analysis with Applications.pdf,Kreyszig,0471507318,Introductory Functional Analysis with Applications,03-analysis,functional-analysis,pending,,classifier=functional-analysis,2026-06-26T00:22:25+00:00,
SRC-000163,Functions of Real Variables - Osgood.pdf,D:\Readings\Analysis\Functions of Real Variables - Osgood.pdf,Functions of Real Variables,,Osgood,11-reference-and-miscellaneous,uncategorized,pending,,classifier=unknown | flags=manual_subject_review;missing_toc;needs_ocr;unknown_subject,2026-06-26T00:22:25+00:00,
SRC-000164,Functions of Several Real Variables - Raja.pdf,D:\Readings\Analysis\Functions of Several Real Variables - Raja.pdf,Functions of Several Real Variables,,Raja,03-analysis,real-analysis,pending,,classifier=real-analysis,2026-06-26T00:22:25+00:00,
SRC-000165,Functions Of Several Variables - Woll.pdf,D:\Readings\Analysis\Functions Of Several Variables - Woll.pdf,Functions Of Several Variables,,Woll,03-analysis,calculus,pending,,classifier=calculus | flags=ambiguous_subject;manual_subject_review,2026-06-26T00:22:25+00:00,
SRC-000166,functions_sev_var.pdf,D:\Readings\Analysis\functions_sev_var.pdf,functions sev var,,,04-topology-and-geometry,euclidean-and-classical-geometry,pending,,classifier=geometry | flags=ambiguous_subject;manual_subject_review;missing_toc,2026-06-26T00:22:25+00:00,
SRC-000167,Gabdulkhakova Aysylu - 2023 - From Circles to Generalized Conics Enriching the...pdf,D:\Readings\Analysis\Gabdulkhakova Aysylu - 2023 - From Circles to Generalized Conics Enriching the...pdf,From Circles to Generalized Conics: Enriching the Properties of 2D Shape Representation and Description,,Aysylu Gabdulkhakova,01-algebra,abstract-algebra,pending,,classifier=abstract-algebra | local_bib=volume-v-complex-analysis | flags=ambiguous_subject;manual_subject_review,2026-06-26T00:22:25+00:00,
SRC-000168,Geometry of Partial Differential Equations.pdf,D:\Readings\Analysis\Geometry of Partial Differential Equations.pdf,Geometry of Partial Differential Equations,,Paul Bracken,04-topology-and-geometry,differential-geometry,pending,,classifier=differential-geometry,2026-06-26T00:22:25+00:00,
SRC-000169,inequalities-hardy-littlewood-polya.pdf,D:\Readings\Analysis\inequalities-hardy-littlewood-polya.pdf,inequalities-hardy-littlewood-polya,,Anais,11-reference-and-miscellaneous,uncategorized,pending,,classifier=unknown | flags=manual_subject_review;missing_toc;needs_ocr;unknown_subject,2026-06-26T00:22:25+00:00,
SRC-000170,Introduction to Combinatorics and Graph Theory.pdf,D:\Readings\Analysis\Introduction to Combinatorics and Graph Theory.pdf,Introduction to Combinatorics and Graph Theory,,David Guichard,07-discrete-mathematics-and-combinatorics,combinatorics,pending,,classifier=combinatorics-graph-theory | local_bib=volume-v-complex-analysis,2026-06-26T00:22:25+00:00,
SRC-000171,Introduction to Linear and Matrix Algebra - Johnston.pdf,D:\Readings\Analysis\Introduction to Linear and Matrix Algebra - Johnston.pdf,Introduction to Linear and Matrix Algebra,9783030528102,Johnston,01-algebra,linear-algebra,pending,,classifier=linear-algebra | local_bib=volume-iv-mathematical-spaces,2026-06-26T00:22:25+00:00,
SRC-000174,INTRODUCTION TO MODERN ANALYSIS I - Collingbourne.pdf,D:\Readings\Analysis\INTRODUCTION TO MODERN ANALYSIS I - Collingbourne.pdf,Introduction To Modern Analysis I,,Collingbourne,03-analysis,real-analysis,pending,,classifier=real-analysis | flags=ambiguous_subject;manual_subject_review,2026-06-26T00:22:25+00:00,
SRC-000175,Introduction to Real Analysis - Trench.pdf,D:\Readings\Analysis\Introduction to Real Analysis - Trench.pdf,Introduction to Real Analysis,0130457868,Trench,03-analysis,real-analysis,pending,,classifier=real-analysis | local_bib=volume-iii-bounds-sequences-and-series,2026-06-26T00:22:25+00:00,
SRC-000176,Introduction to Real Analysis 3rd by Robert G. Bartle.pdf,D:\Readings\Analysis\Introduction to Real Analysis 3rd by Robert G. Bartle.pdf,Introduction to Real Analysis 3rd,9780471321484,Robert G. Bartle,03-analysis,real-analysis,pending,,classifier=real-analysis | local_bib=volume-iii-bounds-sequences-and-series | flags=manual_subject_review;missing_toc;needs_ocr,2026-06-26T00:22:25+00:00,
SRC-000177,Introduction to Real Analysis 4th by Robert G. Bartle.pdf,D:\Readings\Analysis\Introduction to Real Analysis 4th by Robert G. Bartle.pdf,Introduction to Real Analysis 4th,9780471433316,Robert G. Bartle,03-analysis,real-analysis,pending,,classifier=real-analysis | local_bib=volume-iii-bounds-sequences-and-series,2026-06-26T00:22:25+00:00,
SRC-000180,Introduction to Relational Algebras - Givant.pdf,D:\Readings\Analysis\Introduction to Relational Algebras - Givant.pdf,Introduction to Relational Algebras,9783319652344,Givant,01-algebra,abstract-algebra,pending,,classifier=abstract-algebra | flags=ambiguous_subject;manual_subject_review;missing_toc,2026-06-26T00:22:25+00:00,
SRC-000182,Introduction to Tensor Analysis and the Calculus of Moving Surfaces - Pavel_Grinfeld.pdf,D:\Readings\Analysis\Introduction to Tensor Analysis and the Calculus of Moving Surfaces - Pavel_Grinfeld.pdf,Introduction to Tensor Analysis and the Calculus of Moving Surfaces,9781461478669,Pavel Grinfeld,03-analysis,calculus,pending,,classifier=calculus | local_bib=volume-v-complex-analysis | flags=ambiguous_subject;manual_subject_review,2026-06-26T00:22:25+00:00,
SRC-000183,Introduction to Topology and Modern Analysis.pdf,D:\Readings\Analysis\Introduction to Topology and Modern Analysis.pdf,Introduction to Topology and Modern Analysis,,,04-topology-and-geometry,point-set-topology,pending,,classifier=topology | flags=manual_subject_review;missing_toc;needs_ocr,2026-06-26T00:22:25+00:00,
SRC-000184,Learning_Real_Analysis (91).pdf,D:\Readings\Analysis\Learning_Real_Analysis (91).pdf,Learning Real Analysis (91),,,03-analysis,real-analysis,pending,,classifier=real-analysis | flags=missing_toc,2026-06-26T00:22:25+00:00,
SRC-000185,Learning_Real_Analysis (93).pdf,D:\Readings\Analysis\Learning_Real_Analysis (93).pdf,Learning Real Analysis (93),,,03-analysis,real-analysis,pending,,classifier=real-analysis | flags=manual_subject_review;missing_toc,2026-06-26T00:22:25+00:00,
SRC-000186,Lectures on Euclidean Geometry - Volume 2 - Pamflikis.pdf,D:\Readings\Analysis\Lectures on Euclidean Geometry - Volume 2 - Pamflikis.pdf,Lectures on Euclidean Geometry - Volume 2,9783031489099,Pamflikis,04-topology-and-geometry,euclidean-and-classical-geometry,pending,,classifier=geometry | local_bib=volume-v-complex-analysis | flags=ambiguous_subject;manual_subject_review,2026-06-26T00:22:25+00:00,
SRC-000187,Lectures on Euclidean Geometry 1 - Pamfilos.pdf,D:\Readings\Analysis\Lectures on Euclidean Geometry 1 - Pamfilos.pdf,Lectures on Euclidean Geometry 1,9783031489051,Pamfilos,04-topology-and-geometry,euclidean-and-classical-geometry,pending,,classifier=geometry | local_bib=volume-v-complex-analysis,2026-06-26T00:22:25+00:00,
SRC-000188,Lectures on Nonsmooth Differential Geometry - Gigli.pdf,D:\Readings\Analysis\Lectures on Nonsmooth Differential Geometry - Gigli.pdf,Lectures on Nonsmooth Differential Geometry,9783030386122,Gigli,04-topology-and-geometry,differential-geometry,pending,,classifier=differential-geometry,2026-06-26T00:22:25+00:00,
SRC-000189,Leibniz on the Foundation of the Differential Calculus.pdf,D:\Readings\Analysis\Leibniz on the Foundation of the Differential Calculus.pdf,Leibniz on the Foundation of the Differential Calculus,9783031772580,Richard T. W. Arthur,03-analysis,calculus,pending,,classifier=calculus | local_bib=volume-ii-discrete-number-systems,2026-06-26T00:22:25+00:00,
SRC-000190,Malliavin (1).pdf,D:\Readings\Analysis\Malliavin (1).pdf,Malliavin (1),,,03-analysis,calculus,pending,,classifier=calculus,2026-06-26T00:22:25+00:00,
SRC-000191,Marco Manetti (2).pdf,D:\Readings\Analysis\Marco Manetti (2).pdf,Marco Manetti (2),9783319169576,Simon G. Chiossi,04-topology-and-geometry,point-set-topology,pending,,classifier=topology,2026-06-26T00:22:25+00:00,
SRC-000193,MAT330_Lecture_Notes - Complex Analysis with Applications - Shapiro.pdf,D:\Readings\Analysis\MAT330_Lecture_Notes - Complex Analysis with Applications - Shapiro.pdf,Complex Analysis with Applications Princeton University MAT330 Lecture Notes,,Shapiro,03-analysis,complex-analysis,pending,,classifier=complex-analysis | flags=ambiguous_subject;manual_subject_review,2026-06-26T00:22:25+00:00,
SRC-000194,math_graph.pdf,D:\Readings\Analysis\math_graph.pdf,math graph,,,11-reference-and-miscellaneous,uncategorized,pending,,classifier=unknown | flags=manual_subject_review;missing_toc;needs_ocr;unknown_subject,2026-06-26T00:22:25+00:00,
SRC-000195,Mathematical Analysis 2 - Zorich.pdf,D:\Readings\Analysis\Mathematical Analysis 2 - Zorich.pdf,Mathematical Analysis 2,3540406336,Zorich,03-analysis,calculus,pending,,classifier=calculus | local_bib=volume-iii-bounds-sequences-and-series,2026-06-26T00:22:25+00:00,
SRC-000196,Mathematical Control Theory - Sontag.pdf,D:\Readings\Analysis\Mathematical Control Theory - Sontag.pdf,Mathematical Control Theory,,Sontag,01-algebra,linear-algebra,pending,,classifier=linear-algebra | flags=ambiguous_subject;manual_subject_review,2026-06-26T00:22:25+00:00,
SRC-000197,Mathematical Control Theory - Zabcsyk.pdf,D:\Readings\Analysis\Mathematical Control Theory - Zabcsyk.pdf,Mathematical Control Theory,9783030447762,Zabcsyk,00-foundations,mathematical-logic,pending,,classifier=logic-model-theory,2026-06-26T00:22:25+00:00,
SRC-000198,Mathematical Foundations of Big Data Analytics - Shikhman.pdf,D:\Readings\Analysis\Mathematical Foundations of Big Data Analytics - Shikhman.pdf,Mathematical Foundations of Big Data Analytics,9783662625200,Shikhman,09-theoretical-computer-science,automata-and-formal-languages,pending,,classifier=theoretical-computer-science | flags=ambiguous_subject;manual_subject_review,2026-06-26T00:22:25+00:00,
SRC-000200,Mathematical Logic - Kossak.pdf,D:\Readings\Analysis\Mathematical Logic - Kossak.pdf,Mathematical Logic,9783319972978,Kossak,00-foundations,mathematical-logic,pending,,classifier=logic-model-theory,2026-06-26T00:22:25+00:00,
SRC-000201,Mathematical Logic An Introduction - De Gruyter.pdf,D:\Readings\Analysis\Mathematical Logic An Introduction - De Gruyter.pdf,Mathematical Logic An Introduction,9783110677249,De Gruyter,00-foundations,mathematical-logic,pending,,classifier=logic-model-theory,2026-06-26T00:22:25+00:00,
SRC-000202,mathematical-analysis-zorich1.pdf,D:\Readings\Analysis\mathematical-analysis-zorich1.pdf,mathematical-analysis-zorich1,3540403868,Die Deutsche Bibliothek Die Deutsche,03-analysis,calculus,pending,,classifier=calculus,2026-06-26T00:22:25+00:00,
SRC-000203,Mathematics for Computer Graphics - Vince.pdf,D:\Readings\Analysis\Mathematics for Computer Graphics - Vince.pdf,Mathematics for Computer Graphics,9781447175490,Vince,03-analysis,calculus,pending,,classifier=calculus | local_bib=volume-vi-algebra | flags=manual_subject_review,2026-06-26T00:22:25+00:00,
SRC-000206,Measure Theory - Halmos.pdf,D:\Readings\Analysis\Measure Theory\Measure Theory - Halmos.pdf,Measure Theory,0387900888,Halmos,03-analysis,measure-theory,pending,,classifier=measure-theory | local_bib=volume-iii-bounds-sequences-and-series,2026-06-26T00:22:25+00:00,
SRC-000207,Measure Theory - MAT425_Lecture_Notes.pdf,D:\Readings\Analysis\Measure Theory\Measure Theory - MAT425_Lecture_Notes.pdf,Measure Theory,,MAT425 Lecture Notes,03-analysis,measure-theory,pending,,classifier=measure-theory,2026-06-26T00:22:25+00:00,
SRC-000210,Measure-And-Intergration-Berberian.pdf,D:\Readings\Analysis\Measure Theory\Measure-And-Intergration-Berberian.pdf,Measure-And-Intergration-Berberian,,"Munroe,m.e",03-analysis,measure-theory,pending,,classifier=measure-theory | flags=ambiguous_subject;manual_subject_review,2026-06-26T00:22:25+00:00,
SRC-000211,Real Analysis - Measure Theory - Integration and Hilbert Spaces - Stein.pdf,D:\Readings\Analysis\Measure Theory\Real Analysis - Measure Theory - Integration and Hilbert Spaces - Stein.pdf,Real Analysis - Measure Theory - Integration and Hilbert Spaces,9780691113869,Stein,03-analysis,functional-analysis,pending,,classifier=functional-analysis | local_bib=volume-iii-bounds-sequences-and-series,2026-06-26T00:22:25+00:00,
SRC-000212,Measure_Cohn.pdf,D:\Readings\Analysis\Measure_Cohn.pdf,Measure Cohn,9781461469551,Donald L. Cohn,03-analysis,measure-theory,pending,,classifier=measure-theory | local_bib=volume-iii-bounds-sequences-and-series | flags=ambiguous_subject,2026-06-26T00:22:25+00:00,
SRC-000213,Methods of Mathematical Physics Vol 1- Hilbert.pdf,D:\Readings\Analysis\Methods of Mathematical Physics Vol 1- Hilbert.pdf,Methods of Mathematical Physics Vol 1- Hilbert,,,03-analysis,functional-analysis,pending,,classifier=functional-analysis | flags=manual_subject_review;missing_toc;needs_ocr,2026-06-26T00:22:25+00:00,
SRC-000214,Methods of Mathematical Physics Vol 2- Hilbert.pdf,D:\Readings\Analysis\Methods of Mathematical Physics Vol 2- Hilbert.pdf,Methods of Mathematical Physics Vol 2- Hilbert,,,03-analysis,functional-analysis,pending,,classifier=functional-analysis | flags=manual_subject_review;missing_toc;needs_ocr,2026-06-26T00:22:25+00:00,
SRC-000215,A Comprehensive Textbook on Metric Spaces - Kainth.pdf,D:\Readings\Analysis\Metric Spaces\A Comprehensive Textbook on Metric Spaces - Kainth.pdf,A Comprehensive Textbook on Metric Spaces,9789819927371,Kainth,03-analysis,real-analysis,pending,,classifier=real-analysis | local_bib=volume-v-complex-analysis,2026-06-26T00:22:25+00:00,
SRC-000216,An_Introduction_to_Metric_Spaces.pdf,D:\Readings\Analysis\Metric Spaces\An_Introduction_to_Metric_Spaces.pdf,An Introduction to Metric Spaces,9783319713878,Samuel E. Andersson,03-analysis,real-analysis,pending,,classifier=real-analysis | local_bib=volume-v-complex-analysis | flags=ambiguous_subject;manual_subject_review,2026-06-26T00:22:25+00:00,
SRC-000217,Metric Spaces - Copson.pdf,D:\Readings\Analysis\Metric Spaces\Metric Spaces - Copson.pdf,Metric Spaces,,Copson,11-reference-and-miscellaneous,uncategorized,pending,,classifier=unknown | local_bib=volume-v-complex-analysis | flags=manual_subject_review;missing_toc;needs_ocr;unknown_subject,2026-06-26T00:22:25+00:00,
SRC-000218,Metric Spaces - Vasudeva.pdf,D:\Readings\Analysis\Metric Spaces\Metric Spaces - Vasudeva.pdf,Metric Spaces,1852339225,Vasudeva,03-analysis,real-analysis,pending,,classifier=real-analysis | local_bib=volume-v-complex-analysis,2026-06-26T00:22:25+00:00,
SRC-000219,metric-spaces (1).pdf,D:\Readings\Analysis\metric-spaces (1).pdf,metric-spaces (1),,E. T. Copson,00-foundations,mathematical-logic,pending,,classifier=logic-model-theory | local_bib=volume-v-complex-analysis | flags=manual_subject_review;missing_toc,2026-06-26T00:22:25+00:00,
SRC-000221,Models of Peano Arithmetic - Kaye.pdf,D:\Readings\Analysis\Models of Peano Arithmetic - Kaye.pdf,Models of Peano Arithmetic,019853213X,Kaye,00-foundations,mathematical-logic,pending,,classifier=logic-model-theory,2026-06-26T00:22:25+00:00,
SRC-000222,Modern Real Analysis - Zeimer.pdf,D:\Readings\Analysis\Modern Real Analysis - Zeimer.pdf,Modern Real Analysis,,Zeimer,03-analysis,measure-theory,pending,,classifier=measure-theory,2026-06-26T00:22:25+00:00,
SRC-000224,morris-tenenbaum-harry-pollard-ordinary-differential-equations-copy.pdf,D:\Readings\Analysis\morris-tenenbaum-harry-pollard-ordinary-differential-equations-copy.pdf,morris-tenenbaum-harry-pollard-ordinary-differential-equations-copy,,,11-reference-and-miscellaneous,uncategorized,pending,,classifier=unknown | flags=manual_subject_review;missing_toc;needs_ocr;unknown_subject,2026-06-26T00:22:25+00:00,
SRC-000225,mspaces.pdf,D:\Readings\Analysis\mspaces.pdf,mspaces,,Jiri Lebl,03-analysis,real-analysis,pending,,classifier=real-analysis | flags=manual_subject_review;missing_toc,2026-06-26T00:22:25+00:00,
SRC-000226,Multivariable Calculus - Shurman.pdf,D:\Readings\Analysis\Multivariable Calculus - Shurman.pdf,Multivariable Calculus,,Shurman,03-analysis,calculus,pending,,classifier=calculus,2026-06-26T00:22:25+00:00,
SRC-000227,An Introduction to Set Theory and Analysis - Stillwell.pdf,D:\Readings\Analysis\New folder\An Introduction to Set Theory and Analysis - Stillwell.pdf,An Introduction to Set Theory and Analysis,9783319015767,Stillwell,03-analysis,real-analysis,pending,,classifier=real-analysis | local_bib=volume-ii-discrete-number-systems,2026-06-26T00:22:25+00:00,
